,job_name,company,location,salary,skills_req,link
847,CUSTOMER CARE ASSOCIATE,DCB,Hyderabad/Secunderabad,Not disclosed,"Loans, Customer Care Associate, Customer satisfaction, query, Banking, banking products",https://www.naukri.com/job-listings-customer-care-associate-dcb-bank-limited-hyderabad-secunderabad-0-to-2-years-151121500619?src=jobsearchDesk&sid=1647088918765856&xp=13&px=43
848,Sr . Assoc - Trans Processing,Sutherland Global Services Inc,Hyderabad/Secunderabad,Not disclosed,"service, Excel, written communication, verbal, Microsoft Office, CRM, Basic, Usage",https://www.naukri.com/job-listings-sr-assoc-trans-processing-sutherland-global-services-inc-hyderabad-secunderabad-0-to-4-years-050322500335?src=jobsearchDesk&sid=1647088918765856&xp=14&px=43
849,Associate - Trans Processing,Sutherland Global Services Inc,Hyderabad/Secunderabad,Not disclosed,"Talent acquisition, Finance, Billing, Customer support, windows 8, Customer service, MS Office, Technical support",https://www.naukri.com/job-listings-associate-trans-processing-sutherland-global-services-inc-hyderabad-secunderabad-0-to-4-years-050322500321?src=jobsearchDesk&sid=1647088918765856&xp=15&px=43
850,Customer Service Associate,Full Life Health Care Private Limited,Mumbai (All Areas),"3,00,000 - 4,00,000 PA.","BPO, inbound, outbound, inbond, Handling Customer Queries, Customer Calling, Customer Support, Email",https://www.naukri.com/job-listings-customer-service-associate-full-life-health-care-private-limited-mumbai-all-areas-0-to-2-years-170222002397?src=jobsearchDesk&sid=1647088918765856&xp=16&px=43
851,Interview - Telugu / Kannada / Malayalam / Tamil /Hindi,Creative Hands HR Consultancy,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru
(WFH during Covid)","3,00,000 - 5,00,000 PA.","tamil, hindi, telugu, BPO, voice, Malayalam, reliance, inbound",https://www.naukri.com/job-listings-interview-telugu-kannada-malayalam-tamil-hindi-creative-hands-hr-consultancy-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-120322000366?src=jobsearchDesk&sid=1647088918765856&xp=17&px=43
852,Tamil Voice Process Job Opening For Tell Caller Executive - Day Shift,Creative Hands HR Consultancy,"Hyderabad/Secunderabad, Chennai(Perungalathur +23), Bangalore/Bengaluru","4,00,000 - 6,00,000 PA.","bpo, freshers, tamil, IT Skills, Artificial Intelligence, Cloud, voice, day shift",https://www.naukri.com/job-listings-tamil-voice-process-opening-for-tell-caller-executive-day-shift-creative-hands-hr-consultancy-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-280222002127?src=jobsearchDesk&sid=1647088918765856&xp=18&px=43
853,Walk In Interview For Telecallers IN Banking Process,SCORESOFTLABS(OPC)PRIVATE LIMITED,"Indore, Hyderabad/Secunderabad, Chennai","1,75,000 - 2,50,000 PA.","BPO, Customer Service, Voice Process fresher, Telesales, Phone Banking, Voice Process, Voice Support, Customer Support",https://www.naukri.com/job-listings-walk-in-interview-for-telecallers-in-banking-process-scoresoftlabs-opc-private-limited-indore-hyderabad-secunderabad-chennai-0-to-3-years-240222007918?src=jobsearchDesk&sid=1647088918765856&xp=19&px=43
854,Customer Care Executive International Call Center and Domestic bpo,Aneja's Training & Placement Services,"Kolkata, Chandigarh, Visakhapatnam, Hyderabad/Secunderabad, Ranchi, Chennai, Bangalore/Bengaluru, Delhi / NCR, Vadodara","1,50,000 - 4,00,000 PA.","BPO, International Call Center, Domestic BPO, IT Skills, Java, Oracle, Jenkins, voice",https://www.naukri.com/job-listings-customer-care-executive-international-call-center-and-domestic-bpo-aneja-s-training-placement-services-kolkata-chandigarh-visakhapatnam-vizag-hyderabad-secunderabad-ranchi-chennai-bangalore-bengaluru-delhi-ncr-0-to-5-years-230222000533?src=jobsearchDesk&sid=1647088918765856&xp=20&px=43
855,Customer Care Executive For Domestic Call Center MNC International bpo,Aneja's Training & Placement Services,"Kolkata, Chandigarh, Visakhapatnam, Hyderabad/Secunderabad, Ranchi, Chennai, Bangalore/Bengaluru, Delhi / NCR, Vadodara","1,50,000 - 4,00,000 PA.","Customer Care Executives, Call Center, International BPO, IT Skills, Java, Python, Software Development, Machine Learning",https://www.naukri.com/job-listings-customer-care-executive-for-domestic-call-center-mnc-international-bpo-aneja-s-training-placement-services-kolkata-chandigarh-visakhapatnam-vizag-hyderabad-secunderabad-ranchi-chennai-bangalore-bengaluru-delhi-ncr-0-to-5-years-220222000574?src=jobsearchDesk&sid=16470889378849056&xp=1&px=44
856,"Kotak Mahindra Bank (Hyderabad, Bangalore & Chennai)",Ayka Communication Private Limited,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","1,75,000 - 2,00,000 PA.","Account, Customer Service, Bank, Telesales, Operation, Marketing, Credit Card, Outbound",https://www.naukri.com/job-listings-kotak-mahindra-bank-hyderabad-bangalore-chennai-ayka-communication-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-180121003604?src=jobsearchDesk&sid=16470889378849056&xp=2&px=44
857,"Sales officer at Icici Bank (Hyderabad, Bangalore & Chennai)",Ayka Communication Private Limited,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","1,75,000 - 2,25,000 PA.","Account, Customer Service, Bank, Telesales, Operation, Marketing, Credit Card, Outbound",https://www.naukri.com/job-listings-sales-officer-at-icici-bank-hyderabad-bangalore-chennai-ayka-communication-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-160821007369?src=jobsearchDesk&sid=16470889378849056&xp=3&px=44
858,Hiring For Phone Pe Customer Service Executive Voice Process Bangalore,Demographic HR Services,"Navi Mumbai, Bangalore/Bengaluru, Mumbai (All Areas)","1,50,000 - 4,00,000 PA.","BPO, customer service, voice, Blended Process, International Call Center, Non Voice Process, US Proccess, Chat Support",https://www.naukri.com/job-listings-hiring-for-phone-pe-customer-service-executive-voice-process-bangalore-demographic-hr-services-navi-mumbai-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-120322000237?src=jobsearchDesk&sid=16470889378849056&xp=4&px=44
859,Hiring For International Customer Service Executive Voice Process,Demographic HR Services,"Navi Mumbai, Bangalore/Bengaluru, Mumbai (All Areas)","1,50,000 - 4,00,000 PA.","BPO, customer service, voice, Blended Process, International Call Center, Non Voice Process, US Proccess, Chat Support",https://www.naukri.com/job-listings-hiring-for-international-customer-service-executive-voice-process-demographic-hr-services-navi-mumbai-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-110322002418?src=jobsearchDesk&sid=16470889378849056&xp=5&px=44
860,JOB| upGrad| Operations Associate ( Sales Support),upGrad,"Ahmedabad, Bangalore/Bengaluru, Mumbai (All Areas)","50,000 - 3,00,000 PA.","Communication Skills, interpersonal communication, time management, telesales, customer service, negotiation skills, Chat Support, Voice Process",https://www.naukri.com/job-listings-upgrad-operations-associate-sales-support-upgrad-education-private-limited-ahmedabad-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-100322010026?src=jobsearchDesk&sid=16470889378849056&xp=6&px=44
861,Customer Care Executive For Domestic Call Center MNC International bpo,Aneja's Training & Placement Services,"Noida, Kolkata, Chandigarh, Visakhapatnam, Hyderabad/Secunderabad, Ranchi, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru","1,50,000 - 4,00,000 PA.","Domestic BPO, Customer Care Executives, International BPO, BPO, voice, Inbound Voice Process, Customer Service, International Call Center",https://www.naukri.com/job-listings-customer-care-executive-for-domestic-call-center-mnc-international-bpo-aneja-s-training-placement-services-noida-kolkata-chandigarh-visakhapatnam-vizag-hyderabad-secunderabad-ranchi-gurgaon-gurugram-chennai-0-to-5-years-080222000979?src=jobsearchDesk&sid=16470889378849056&xp=7&px=44
862,Telesales Executive/ Service Executive - Andheri Mumbai,Matrimony.com,Mumbai,"1,00,000 - 2,50,000 PA.","BPO, Customer Service, Retail Sales, Telesales, Online Lead Generation, Voice Process, After Sales Service, Outbound",https://www.naukri.com/job-listings-telesales-executive-service-executive-andheri-mumbai-matrimony-com-limited-mumbai-0-to-4-years-280222007086?src=jobsearchDesk&sid=16470889378849056&xp=8&px=44
863,Hiring For technical support Associate. Voice process,Blizz Solutions,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","2,25,000 - 3,75,000 PA.","BPO, voice, technical support, inbound, Communication Skills, Writing Skills, technical support engineer, Sales Support",https://www.naukri.com/job-listings-hiring-for-technical-support-associate-voice-process-blizz-solutions-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-5-years-270222000426?src=jobsearchDesk&sid=16470889378849056&xp=9&px=44
864,Urgent Hiring For Sales Process in Icici Lombard Vashi Location,ICICI Lombard,"Thane, Panvel, Navi Mumbai, Vashi","50,000 - 2,00,000 PA.","BPO, Cross Selling, Insurance Sales, sales process, Upselling, voice process, Sales, calling",https://www.naukri.com/job-listings-urgent-hiring-for-sales-process-in-icici-lombard-vashi-location-icici-lombard-general-insurance-company-limited-thane-panvel-navi-mumbai-vashi-0-to-5-years-120322001237?src=jobsearchDesk&sid=16470889378849056&xp=10&px=44
865,Customer Service -Telugu/ Kannada / Malayalam /Hindi,SCORESOFTLABS(OPC)PRIVATE LIMITED,"Hyderabad/Secunderabad, Chennai","1,50,000 - 1,75,000 PA.","BPO, voice, customer service, customer care, kannada, customer support, voice process, tamil",https://www.naukri.com/job-listings-customer-service-telugu-kannada-malayalam-hindi-scoresoftlabs-opc-private-limited-hyderabad-secunderabad-chennai-0-to-2-years-110222008660?src=jobsearchDesk&sid=16470889378849056&xp=11&px=44
866,Customer Service - Voice || Mumbai (Airoli),Sutherland,Navi Mumbai,Not disclosed,"Voice Process, Night Shift, International BPO, BPO, customer service, voice, Communication Skills",https://www.naukri.com/job-listings-customer-service-voice-mumbai-airoli-sutherland-global-services-private-limited-navi-mumbai-0-to-5-years-080322002467?src=jobsearchDesk&sid=16470889378849056&xp=12&px=44
867,Customer Service Associate,Smart4talent,"Mumbai, Pune, Lucknow, Bengaluru",Not disclosed,"BPO, Social media, query, Customer support, Management, Customer Service Associate",https://www.naukri.com/job-listings-customer-service-associate-smart4talent-mumbai-pune-lucknow-bengaluru-bangalore-0-to-2-years-241220501271?src=jobsearchDesk&sid=16470889378849056&xp=13&px=44
868,Opportunity For Voice process For Malayalam language_Mumbai,Hexaware Technologies,"Navi Mumbai, Mumbai (All Areas)",Not disclosed,"BPO, voice, Language Skills, malayalam language, Malayalam, Customer Service, Customer Support, voice process",https://www.naukri.com/job-listings-opportunity-for-voice-process-for-malayalam-language-mumbai-hexaware-technologies-limited-navi-mumbai-mumbai-all-areas-0-to-1-years-230222007685?src=jobsearchDesk&sid=16470889378849056&xp=14&px=44
869,Sales Executive,Sharekhan,"Visakhapatnam, Hyderabad/Secunderabad, Chennai","2,00,000 - 2,50,000 PA.","sales promotion, sales, Sales Executive Activities, Business Planning, Promotions, Activation, Lead Management",https://www.naukri.com/job-listings-sales-executive-sharekhan-limited-visakhapatnam-vizag-hyderabad-secunderabad-chennai-0-to-5-years-220222003997?src=jobsearchDesk&sid=16470889378849056&xp=15&px=44
870,International Voice Process Executive,Hexaware Technologies,Navi Mumbai,"2,50,000 - 4,00,000 PA.","BPO, voice, Customer Support, Customer Service, US Shift, Customer Care, Night Shift, Voice Process",https://www.naukri.com/job-listings-international-voice-process-executive-hexaware-technologies-limited-navi-mumbai-0-to-4-years-160222006453?src=jobsearchDesk&sid=16470889378849056&xp=16&px=44
871,Tech Mahindra is Hiring For Blended Process - Chandivali,Tech Mahindra,Mumbai (All Areas),"2,50,000 - 4,00,000 PA.","BPO, customer service, voice, blended, Email Support, Backend, Non Voice Process, Back Office",https://www.naukri.com/job-listings-tech-mahindra-is-hiring-for-blended-process-chandivali-tech-mahindra-ltd-mumbai-all-areas-0-to-5-years-140122000891?src=jobsearchDesk&sid=16470889378849056&xp=17&px=44
872,KPO Capital Market Consultant(Notice Period within 2 Month),Oracle,Mumbai (All Areas),Not disclosed,"Capital Market, Performance Attribution, Futures, Accounting System, Banking, Captive Unit, Trading, NAV Calculation",https://www.naukri.com/job-listings-kpo-capital-market-consultant-notice-period-within-2-month-oracle-india-pvt-ltd-mumbai-all-areas-0-to-3-years-120321001006?src=jobsearchDesk&sid=16470889378849056&xp=18&px=44
873,Customer Service Associate,Firstsource Solutions Limited,Mumbai Suburban,"2,00,000 - 2,50,000 PA.","BPO, customer service, international bpo, chat process, service operations, Email Process",https://www.naukri.com/job-listings-customer-service-associate-firstsource-solutions-limited-mumbai-suburban-0-to-3-years-100322009691?src=jobsearchDesk&sid=16470889378849056&xp=19&px=44
874,Management Trainee ( freshers may apply),INOX,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"Human Resource Management Software, Marketing, Operations Management, Engineering Support, Sales, relationship management, Financing, Legal",https://www.naukri.com/job-listings-management-trainee-freshers-may-apply-inox-leisure-ltd-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-1-years-040322003262?src=jobsearchDesk&sid=16470889378849056&xp=20&px=44
875,"Customer Service Executive - Inbound, Ghansoli - Good Communication",Novac Technology,Navi Mumbai,Not disclosed,"BPO, customer service, inbound",https://www.naukri.com/job-listings-customer-service-executive-inbound-ghansoli-good-communication-novac-technology-solutions-private-limited-navi-mumbai-0-to-2-years-030122002762?src=jobsearchDesk&sid=16470889571825698&xp=1&px=45
876,"Presentation Specialist - L1, Doc Services",Integreon,Mumbai,Not disclosed,"MS Office Powerpoint, Typing speed, Management systems, Shift Lead, Standard operating procedures, Workflow, Document management, professional services",https://www.naukri.com/job-listings-presentation-specialist-l1-doc-services-integreon-mumbai-0-to-2-years-020519500391?src=jobsearchDesk&sid=16470889571825698&xp=2&px=45
877,Customer Service Representative,Alfa Overseas,Mumbai,Not disclosed,"Customer Service Representative, Outbound, Data research, Internet research, Back office, Data mining, Monitoring, Data entry",https://www.naukri.com/job-listings-customer-service-representative-alfa-overseas-mumbai-0-to-3-years-241220502604?src=jobsearchDesk&sid=16470889571825698&xp=3&px=45
878,Customer support (Non-voice) - Mumbai,Trigent,Mumbai (All Areas),"3,00,000 - 4,00,000 PA.","MS Excel, CRM, communication, Analytical, verbal communication, written, Clearing, Communication Skills",https://www.naukri.com/job-listings-customer-support-non-voice-mumbai-trigent-software-private-limited-mumbai-all-areas-0-to-2-years-240122602264?src=jobsearchDesk&sid=16470889571825698&xp=4&px=45
879,Urgent Hiring For Icici Lombard (Sales Process) @Malad,ICICI Lombard,"Mumbai Suburban, Mumbai (All Areas)
(WFH during Covid)","50,000 - 2,25,000 PA.","BPO, voice, outbound, Team Coaching, General Insurance, Upselling, Sales Process, Sales",https://www.naukri.com/job-listings-urgent-hiring-for-icici-lombard-sales-process-malad-icici-lombard-general-insurance-company-limited-mumbai-suburban-mumbai-all-areas-0-to-4-years-181121001824?src=jobsearchDesk&sid=16470889571825698&xp=5&px=45
880,Commis II,Marriott,Mumbai,Not disclosed,"Trade, Cooking, Safety training, commis ii, Programming, Cook, Management, LBS",https://www.naukri.com/job-listings-commis-ii-marriott-mumbai-0-to-2-years-070322501279?src=jobsearchDesk&sid=16470889571825698&xp=6&px=45
881,Sr . Assoc - Account Management,Sutherland Global Services Inc,Mumbai,Not disclosed,"Wireless, Talent acquisition, Finance, Banking, Account management, Spanish, Customer service, Troubleshooting",https://www.naukri.com/job-listings-sr-assoc-account-management-sutherland-global-services-inc-mumbai-0-to-4-years-050322500342?src=jobsearchDesk&sid=16470889571825698&xp=7&px=45
882,Sr . Assoc - Account Management,Sutherland Global Services Inc,Mumbai,Not disclosed,"service, Microsoft Office, verbal, Excel, written communication, CRM, Usage, Talent acquisition",https://www.naukri.com/job-listings-sr-assoc-account-management-sutherland-global-services-inc-mumbai-0-to-4-years-050322500338?src=jobsearchDesk&sid=16470889571825698&xp=8&px=45
883,Associate - Account Management,Sutherland Global Services Inc,Mumbai,Not disclosed,"troubleshooting, Native Spanish, Wireless, Talent acquisition, Finance, Banking, Account management, Spanish",https://www.naukri.com/job-listings-associate-account-management-sutherland-global-services-inc-mumbai-0-to-4-years-050322500337?src=jobsearchDesk&sid=16470889571825698&xp=9&px=45
884,Sr . Associate - Consultant,Sutherland Global Services Inc,Mumbai,Not disclosed,"Basic, Usage, Talent acquisition, Finance, HR, Customer service, MS Office, Troubleshooting",https://www.naukri.com/job-listings-sr-associate-consultant-sutherland-global-services-inc-mumbai-0-to-4-years-050322500328?src=jobsearchDesk&sid=16470889571825698&xp=10&px=45
885,Associate - Consultant,Sutherland Global Services Inc,Mumbai,Not disclosed,"service, CRM, written communication, Word, verbal, Excel, Microsoft Office, Basic",https://www.naukri.com/job-listings-associate-consultant-sutherland-global-services-inc-mumbai-0-to-4-years-050322500320?src=jobsearchDesk&sid=16470889571825698&xp=11&px=45
886,Associate Service Consultant,PolicyBazaar,"Thane, Mumbai (All Areas)","1,00,000 - 3,00,000 PA.","it helpdesk, customer focus, customer support, computer skills, internal communication",https://www.naukri.com/job-listings-associate-service-consultant-policybazaar-insurance-brokers-pvt-ltd-thane-mumbai-all-areas-0-to-5-years-040322003238?src=jobsearchDesk&sid=16470889571825698&xp=12&px=45
887,customer service representative male female,Alfa Overseas,Mumbai,Not disclosed,"Customer Service Representative, CV, Email, Internet research, Back office, KPO, Data mining, Night shift",https://www.naukri.com/job-listings-customer-service-representative-male-female-alfa-overseas-mumbai-0-to-2-years-020317501404?src=jobsearchDesk&sid=16470889571825698&xp=13&px=45
888,Genpact is hiring For Collections (Voice),Genpact,"New Delhi, Delhi / NCR",Not disclosed,"Customer Service, B2B Collection, b2c collection, BPO, accounts receivable, collections, calling, solving queries",https://www.naukri.com/job-listings-genpact-is-hiring-for-collections-voice-genpact-india-private-limited-new-delhi-delhi-ncr-0-to-2-years-160222010500?src=jobsearchDesk&sid=16470889571825698&xp=14&px=45
889,Urgent Job Opening For IT Recruiter/Sr IT Recruiter - Bangalore- WFO,Izmo Ltd,Bangalore/Bengaluru(4th Phase JP Nagar),Not disclosed,"it recruitment, technical recruitment, sourcing, IT Skills, Java, Digital Marketing, qa management, project management",https://www.naukri.com/job-listings-urgent-opening-for-it-recruiter-sr-it-recruiter-bangalore-wfo-izmo-ltd-bangalore-bengaluru-0-to-5-years-150222008971?src=jobsearchDesk&sid=16470889571825698&xp=15&px=45
890,Finance and Account Process Associate,Genpact,"Pali, Jodhpur
(WFH during Covid)",Not disclosed,"Accounting, Record To Report, invoice processing, Journal Entries, Accounts Receivable, commerce, Accounts Reconciliation, B.com",https://www.naukri.com/job-listings-finance-and-account-process-associate-genpact-india-private-limited-pali-jodhpur-0-to-3-years-140222007264?src=jobsearchDesk&sid=16470889571825698&xp=16&px=45
891,Customer Service Executive BPO,Firstsource Solutions Limited,Bangalore/Bengaluru,"50,000 - 3,00,000 PA.","BPO, voice, Inbound Process, US Shift, customer service, verbal communication, Customer Satisfaction, problem solving",https://www.naukri.com/job-listings-customer-service-executive-bpo-firstsource-solutions-limited-bangalore-bengaluru-0-to-5-years-090322006342?src=jobsearchDesk&sid=16470889571825698&xp=17&px=45
892,Walk-in at Firstsource For International Voice/NonVoice Upselling Cal,Firstsource Solutions Limited,Bangalore/Bengaluru,"50,000 - 3,00,000 PA.","BPO, customer service, Customer Support, International Call Center, Customer Care, Semi Voice, Customer Satisfaction, international voice",https://www.naukri.com/job-listings-walk-in-at-firstsource-for-international-voice-nonvoice-upselling-cal-firstsource-solutions-limited-bangalore-bengaluru-0-to-4-years-080322008892?src=jobsearchDesk&sid=16470889571825698&xp=18&px=45
893,Teleperformance hiring For Domestic Process|| Ref- HR RITIKA ||,Teleperformance,Gurgaon/Gurugram(Udyog Vihar),"50,000 - 2,00,000 PA.","Bpo Voice, Calling, Domestic BPO, BPO, voice, inbound, outbound, Customer Service",https://www.naukri.com/job-listings-teleperformance-hiring-for-domestic-process-ref-hr-ritika-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-0-to-4-years-120322000917?src=jobsearchDesk&sid=16470889571825698&xp=19&px=45
894,Voice Process Customer Care Executive( semi voice ),Firstsource Solutions Limited,Bangalore/Bengaluru,Not disclosed,"BPO, voice, inbound, semi voice, inbound calls, international voice process, customer care, verbal communication",https://www.naukri.com/job-listings-voice-process-customer-care-executive-semi-voice-firstsource-solutions-limited-bangalore-bengaluru-0-to-5-years-110322003552?src=jobsearchDesk&sid=16470889571825698&xp=20&px=45
895,Urgent hiring For International Process,HCL,Noida,"2,00,000 - 3,50,000 PA.","BPO, voice, Customer Service Representative, Customer Service, chat process, CCE, Chat Profile, SLA",https://www.naukri.com/job-listings-urgent-hiring-for-international-process-hcl-technologies-limited-noida-0-to-4-years-100322011211?src=jobsearchDesk&sid=16470889764821553&xp=1&px=46
896,Tech Mahindra hiring For Non - Voice Process,Tech Mahindra,Pune,"2,00,000 - 2,25,000 PA.","Email Support, Customer Support, Backend, Customer Service, Back Office, Customer Care, Backend Operations, Chat Support",https://www.naukri.com/job-listings-tech-mahindra-hiring-for-non-voice-process-tech-mahindra-ltd-pune-0-to-1-years-030322002487?src=jobsearchDesk&sid=16470889764821553&xp=2&px=46
897,Rivera Hiring For JP Morgan/American express/Citi Bank/upto 6.25l +inc,Rivera Manpower Services,"Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","3,00,000 - 6,50,000 PA.","BPO, voice, Banking Process, insurance process, International Call Center, CUSTOMER SERVICE, Inbound Calls, Calling",https://www.naukri.com/job-listings-rivera-hiring-for-jp-morgan-american-express-citi-bank-upto-6-25l-inc-rivera-manpower-services-chennai-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-010322000549?src=jobsearchDesk&sid=16470889764821553&xp=3&px=46
898,Telstra Customer support Bangalore,Trigent,Bangalore/Bengaluru,"1,25,000 - 3,75,000 PA.","Technical Support, communication, Customer Relationship, Customer Support, Customer Care",https://www.naukri.com/job-listings-telstra-customer-support-bangalore-trigent-software-private-limited-bangalore-bengaluru-0-to-3-years-310122611979?src=jobsearchDesk&sid=16470889764821553&xp=4&px=46
899,"Customer Service Executive, Payment Services",Allegis Services India Pvt. Ltd.,Bangalore/Bengaluru,"2,00,000 - 5,00,000 PA.","Clearing, Customer Service, Compliance, Transaction Processing, Service Delivery, Banking, Payments, Account Servicing",https://www.naukri.com/job-listings-customer-service-executive-services-allegis-services-india-pvt-ltd-bangalore-bengaluru-0-to-3-years-280122004492?src=jobsearchDesk&sid=16470889764821553&xp=5&px=46
900,Teleperformance hiring For Regional Callers-Customer Support,Teleperformance,Gurgaon/Gurugram,"90,000 - 2,25,000 PA.","BPO, voice, inbound, outbound, hindi, Customer Support, Customer Service, Bpo Voice",https://www.naukri.com/job-listings-teleperformance-hiring-for-regional-callers-customer-support-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-0-to-4-years-160222003535?src=jobsearchDesk&sid=16470889764821553&xp=6&px=46
901,Teleperformance is hiring For voice process-Gurgaon (Work from office),Teleperformance,Gurgaon/Gurugram,"90,000 - 2,25,000 PA.","BPO, voice, inbound, outbound, Inbound Process, Banking Process, Pressure Handling, Convincing Power",https://www.naukri.com/job-listings-teleperformance-is-hiring-for-voice-process-gurgaon-work-from-office-teleperformance-global-services-pvt-ltd-gurgaon-gurugram-0-to-4-years-140222001172?src=jobsearchDesk&sid=16470889764821553&xp=7&px=46
902,Amazon BLR is Hiring For Trustworthy Shopping Experience Team,Amazon,"Bangalore/Bengaluru
(WFH during Covid)","3,00,000 - 4,00,000 PA.","Department Management, Analytical Skills, Problem Solving, Quality Assurance, Verbal Communication, Risk Management",https://www.naukri.com/job-listings-amazon-blr-is-hiring-for-trustworthy-shopping-experience-team-amazon-development-centre-india-pvt-ltd-bangalore-bengaluru-0-to-5-years-130122001367?src=jobsearchDesk&sid=16470889764821553&xp=8&px=46
903,Loan Manager,CarDekho,Bangalore/Bengaluru,Not disclosed,"Sales, Banking, UPS, Customer service, Management, Research, Advisory, Automotive",https://www.naukri.com/job-listings-loan-manager-cardekho-bangalore-bengaluru-0-to-2-years-110322501182?src=jobsearchDesk&sid=16470889764821553&xp=9&px=46
904,International Process Associate,Teleperformance,Kolkata,"1,50,000 - 3,50,000 PA.","international process, BPO, customer service, outbound",https://www.naukri.com/job-listings-international-process-associate-teleperformance-global-services-pvt-ltd-kolkata-0-to-5-years-110322001535?src=jobsearchDesk&sid=16470889764821553&xp=10&px=46
905,Helpdesk Associate,NTT Data,Bangalore/Bengaluru,Not disclosed,"MS troubleshooting, Communication, SAP, IT Skills, Basic, data services, SAP ERP, Networking",https://www.naukri.com/job-listings-helpdesk-associate-ntt-global-delivery-services-limited-bangalore-bengaluru-0-to-3-years-100322500039?src=jobsearchDesk&sid=16470889764821553&xp=11&px=46
906,International Chat Process,Tech Mahindra,Noida,"2,00,000 - 3,50,000 PA.","BPO, customer service, Non Voice Process, Chat Support, International Process",https://www.naukri.com/job-listings-international-chat-process-tech-mahindra-ltd-noida-0-to-5-years-100322008543?src=jobsearchDesk&sid=16470889764821553&xp=12&px=46
907,Bulk Hiring For Domestic Sales Process / GGN /Day Shift,IENERGIZER IT SERVICES PRIVATE LIMITED,Gurgaon/Gurugram,"1,50,000 - 2,50,000 PA.","BPO, inbound, outbound, Inbound Sales, Insurance Sales, Calling, Inbound Calls, bulk hiring",https://www.naukri.com/job-listings-bulk-hiring-for-domestic-sales-process-ggn-day-shift-ienergizer-it-services-private-limited-gurgaon-gurugram-0-to-4-years-100322004598?src=jobsearchDesk&sid=16470889764821553&xp=13&px=46
908,Walk in Interview For Female Teachers,K12 Techno Services,Bangalore/Bengaluru(Panathur),"2,00,000 - 3,25,000 PA.","bed, teacher, school, Teacher Activities, age, communication skills, Teaching",https://www.naukri.com/job-listings-walk-in-interview-for-female-teachers-k12-techno-services-pvt-ltd-bangalore-bengaluru-0-to-5-years-100322003813?src=jobsearchDesk&sid=16470889764821553&xp=14&px=46
909,Executive Customer Service,Avery Dennison,Bangalore/Bengaluru,Not disclosed,"Report generation, Customer service orientation, Claims, Excel, Data management, Time management, MIS, Complaint handling",https://www.naukri.com/job-listings-executive-customer-service-avery-dennison-india-pvt-ltd-bangalore-bengaluru-0-to-2-years-090322500189?src=jobsearchDesk&sid=16470889764821553&xp=15&px=46
910,Teleperformance || International Voice Process || Gurgaon,Teleperformance,Gurgaon/Gurugram,"2,00,000 - 3,00,000 PA.","Customer Service, Bpo Customer Service, Voice Process, BPO, voice, Communication Skills, Customer Support, International Call Center",https://www.naukri.com/job-listings-teleperformance-international-voice-process-gurgaon-teleperformance-gurgaon-gurugram-0-to-5-years-090322002612?src=jobsearchDesk&sid=16470889764821553&xp=16&px=46
911,Hiring For Tech Mahindra - English Voice I Visakhapatnam,Tech Mahindra,Visakhapatnam,"1,00,000 - 2,00,000 PA.","BPO, customer service, voice, Customer Support, Communication skills, Leadership Skills",https://www.naukri.com/job-listings-hiring-for-tech-mahindra-english-voice-i-visakhapatnam-tech-mahindra-ltd-visakhapatnam-vizag-0-to-5-years-090222000234?src=jobsearchDesk&sid=16470889764821553&xp=17&px=46
912,Tech Mahindra Pune Hiring Freshers For Backoffice Process,Tech Mahindra,Pune,"2,00,000 - 2,25,000 PA.","Email Support, Customer Support, Backend, Customer Service, Back Office, Customer Care, Backend Operations, Chat Support",https://www.naukri.com/job-listings-tech-mahindra-pune-hiring-freshers-for-backoffice-process-tech-mahindra-ltd-pune-0-to-1-years-070322003653?src=jobsearchDesk&sid=16470889764821553&xp=18&px=46
913,Customer Service Specialist,Quacquarelli Symonds,Bangalore/Bengaluru,Not disclosed,"Analytical skills, Career development, Administration, Sales, Scheduling, Client interaction, Customer service, professional services",https://www.naukri.com/job-listings-customer-service-specialist-quacquarelli-symonds-bangalore-bengaluru-0-to-3-years-060721500185?src=jobsearchDesk&sid=16470889764821553&xp=19&px=46
